id,split,clean_path,noisy_path
p228_199,train,data/voicebank_demand/train/clean/p228_199.wav,data/voicebank_demand/train/noisy/p228_199.wav
p228_200,train,data/voicebank_demand/train/clean/p228_200.wav,data/voicebank_demand/train/noisy/p228_200.wav
p228_202,train,data/voicebank_demand/train/clean/p228_202.wav,data/voicebank_demand/train/noisy/p228_202.wav
p228_203,train,data/voicebank_demand/train/clean/p228_203.wav,data/voicebank_demand/train/noisy/p228_203.wav
p228_204,train,data/voicebank_demand/train/clean/p228_204.wav,data/voicebank_demand/train/noisy/p228_204.wav
p228_205,train,data/voicebank_demand/train/clean/p228_205.wav,data/voicebank_demand/train/noisy/p228_205.wav
p228_206,train,data/voicebank_demand/train/clean/p228_206.wav,data/voicebank_demand/train/noisy/p228_206.wav
p228_207,train,data/voicebank_demand/train/clean/p228_207.wav,data/voicebank_demand/train/noisy/p228_207.wav
p228_208,train,data/voicebank_demand/train/clean/p228_208.wav,data/voicebank_demand/train/noisy/p228_208.wav
p228_209,train,data/voicebank_demand/train/clean/p228_209.wav,data/voicebank_demand/train/noisy/p228_209.wav
p228_210,train,data/voicebank_demand/train/clean/p228_210.wav,data/voicebank_demand/train/noisy/p228_210.wav
p228_211,train,data/voicebank_demand/train/clean/p228_211.wav,data/voicebank_demand/train/noisy/p228_211.wav
p228_212,train,data/voicebank_demand/train/clean/p228_212.wav,data/voicebank_demand/train/noisy/p228_212.wav
p228_213,train,data/voicebank_demand/train/clean/p228_213.wav,data/voicebank_demand/train/noisy/p228_213.wav
p228_214,train,data/voicebank_demand/train/clean/p228_214.wav,data/voicebank_demand/train/noisy/p228_214.wav
p228_215,train,data/voicebank_demand/train/clean/p228_215.wav,data/voicebank_demand/train/noisy/p228_215.wav
p228_216,train,data/voicebank_demand/train/clean/p228_216.wav,data/voicebank_demand/train/noisy/p228_216.wav
p228_217,train,data/voicebank_demand/train/clean/p228_217.wav,data/voicebank_demand/train/noisy/p228_217.wav
p228_218,train,data/voicebank_demand/train/clean/p228_218.wav,data/voicebank_demand/train/noisy/p228_218.wav
p228_219,train,data/voicebank_demand/train/clean/p228_219.wav,data/voicebank_demand/train/noisy/p228_219.wav
p228_220,train,data/voicebank_demand/train/clean/p228_220.wav,data/voicebank_demand/train/noisy/p228_220.wav
p228_221,train,data/voicebank_demand/train/clean/p228_221.wav,data/voicebank_demand/train/noisy/p228_221.wav
p228_222,train,data/voicebank_demand/train/clean/p228_222.wav,data/voicebank_demand/train/noisy/p228_222.wav
p228_223,train,data/voicebank_demand/train/clean/p228_223.wav,data/voicebank_demand/train/noisy/p228_223.wav
p228_224,train,data/voicebank_demand/train/clean/p228_224.wav,data/voicebank_demand/train/noisy/p228_224.wav
p228_225,train,data/voicebank_demand/train/clean/p228_225.wav,data/voicebank_demand/train/noisy/p228_225.wav
p228_226,train,data/voicebank_demand/train/clean/p228_226.wav,data/voicebank_demand/train/noisy/p228_226.wav
p228_227,train,data/voicebank_demand/train/clean/p228_227.wav,data/voicebank_demand/train/noisy/p228_227.wav
p228_228,train,data/voicebank_demand/train/clean/p228_228.wav,data/voicebank_demand/train/noisy/p228_228.wav
p228_229,train,data/voicebank_demand/train/clean/p228_229.wav,data/voicebank_demand/train/noisy/p228_229.wav
p228_230,train,data/voicebank_demand/train/clean/p228_230.wav,data/voicebank_demand/train/noisy/p228_230.wav
p228_231,train,data/voicebank_demand/train/clean/p228_231.wav,data/voicebank_demand/train/noisy/p228_231.wav
p228_232,train,data/voicebank_demand/train/clean/p228_232.wav,data/voicebank_demand/train/noisy/p228_232.wav
p228_233,train,data/voicebank_demand/train/clean/p228_233.wav,data/voicebank_demand/train/noisy/p228_233.wav
p228_234,train,data/voicebank_demand/train/clean/p228_234.wav,data/voicebank_demand/train/noisy/p228_234.wav
p228_235,train,data/voicebank_demand/train/clean/p228_235.wav,data/voicebank_demand/train/noisy/p228_235.wav
p228_236,train,data/voicebank_demand/train/clean/p228_236.wav,data/voicebank_demand/train/noisy/p228_236.wav
p228_237,train,data/voicebank_demand/train/clean/p228_237.wav,data/voicebank_demand/train/noisy/p228_237.wav
p228_238,train,data/voicebank_demand/train/clean/p228_238.wav,data/voicebank_demand/train/noisy/p228_238.wav
p228_239,train,data/voicebank_demand/train/clean/p228_239.wav,data/voicebank_demand/train/noisy/p228_239.wav
p228_240,train,data/voicebank_demand/train/clean/p228_240.wav,data/voicebank_demand/train/noisy/p228_240.wav
p228_241,train,data/voicebank_demand/train/clean/p228_241.wav,data/voicebank_demand/train/noisy/p228_241.wav
p228_242,train,data/voicebank_demand/train/clean/p228_242.wav,data/voicebank_demand/train/noisy/p228_242.wav
p228_243,train,data/voicebank_demand/train/clean/p228_243.wav,data/voicebank_demand/train/noisy/p228_243.wav
p228_244,train,data/voicebank_demand/train/clean/p228_244.wav,data/voicebank_demand/train/noisy/p228_244.wav
p228_245,train,data/voicebank_demand/train/clean/p228_245.wav,data/voicebank_demand/train/noisy/p228_245.wav
p228_246,train,data/voicebank_demand/train/clean/p228_246.wav,data/voicebank_demand/train/noisy/p228_246.wav
p228_247,train,data/voicebank_demand/train/clean/p228_247.wav,data/voicebank_demand/train/noisy/p228_247.wav
p228_248,train,data/voicebank_demand/train/clean/p228_248.wav,data/voicebank_demand/train/noisy/p228_248.wav
p228_249,train,data/voicebank_demand/train/clean/p228_249.wav,data/voicebank_demand/train/noisy/p228_249.wav
p228_250,train,data/voicebank_demand/train/clean/p228_250.wav,data/voicebank_demand/train/noisy/p228_250.wav
p228_251,train,data/voicebank_demand/train/clean/p228_251.wav,data/voicebank_demand/train/noisy/p228_251.wav
p228_252,train,data/voicebank_demand/train/clean/p228_252.wav,data/voicebank_demand/train/noisy/p228_252.wav
p228_253,train,data/voicebank_demand/train/clean/p228_253.wav,data/voicebank_demand/train/noisy/p228_253.wav
p228_254,train,data/voicebank_demand/train/clean/p228_254.wav,data/voicebank_demand/train/noisy/p228_254.wav
p228_255,train,data/voicebank_demand/train/clean/p228_255.wav,data/voicebank_demand/train/noisy/p228_255.wav
p228_256,train,data/voicebank_demand/train/clean/p228_256.wav,data/voicebank_demand/train/noisy/p228_256.wav
p228_257,train,data/voicebank_demand/train/clean/p228_257.wav,data/voicebank_demand/train/noisy/p228_257.wav
p228_258,train,data/voicebank_demand/train/clean/p228_258.wav,data/voicebank_demand/train/noisy/p228_258.wav
p228_259,train,data/voicebank_demand/train/clean/p228_259.wav,data/voicebank_demand/train/noisy/p228_259.wav
p228_260,train,data/voicebank_demand/train/clean/p228_260.wav,data/voicebank_demand/train/noisy/p228_260.wav
p228_261,train,data/voicebank_demand/train/clean/p228_261.wav,data/voicebank_demand/train/noisy/p228_261.wav
p228_262,train,data/voicebank_demand/train/clean/p228_262.wav,data/voicebank_demand/train/noisy/p228_262.wav
p228_263,train,data/voicebank_demand/train/clean/p228_263.wav,data/voicebank_demand/train/noisy/p228_263.wav
p228_264,train,data/voicebank_demand/train/clean/p228_264.wav,data/voicebank_demand/train/noisy/p228_264.wav
p228_265,train,data/voicebank_demand/train/clean/p228_265.wav,data/voicebank_demand/train/noisy/p228_265.wav
p228_266,train,data/voicebank_demand/train/clean/p228_266.wav,data/voicebank_demand/train/noisy/p228_266.wav
p228_267,train,data/voicebank_demand/train/clean/p228_267.wav,data/voicebank_demand/train/noisy/p228_267.wav
p228_268,train,data/voicebank_demand/train/clean/p228_268.wav,data/voicebank_demand/train/noisy/p228_268.wav
p228_269,train,data/voicebank_demand/train/clean/p228_269.wav,data/voicebank_demand/train/noisy/p228_269.wav
p228_270,train,data/voicebank_demand/train/clean/p228_270.wav,data/voicebank_demand/train/noisy/p228_270.wav
p228_271,train,data/voicebank_demand/train/clean/p228_271.wav,data/voicebank_demand/train/noisy/p228_271.wav
p228_272,train,data/voicebank_demand/train/clean/p228_272.wav,data/voicebank_demand/train/noisy/p228_272.wav
p228_274,train,data/voicebank_demand/train/clean/p228_274.wav,data/voicebank_demand/train/noisy/p228_274.wav
p228_275,train,data/voicebank_demand/train/clean/p228_275.wav,data/voicebank_demand/train/noisy/p228_275.wav
p228_276,train,data/voicebank_demand/train/clean/p228_276.wav,data/voicebank_demand/train/noisy/p228_276.wav
p228_277,train,data/voicebank_demand/train/clean/p228_277.wav,data/voicebank_demand/train/noisy/p228_277.wav
p228_278,train,data/voicebank_demand/train/clean/p228_278.wav,data/voicebank_demand/train/noisy/p228_278.wav
p228_279,train,data/voicebank_demand/train/clean/p228_279.wav,data/voicebank_demand/train/noisy/p228_279.wav
p228_280,train,data/voicebank_demand/train/clean/p228_280.wav,data/voicebank_demand/train/noisy/p228_280.wav
p228_281,train,data/voicebank_demand/train/clean/p228_281.wav,data/voicebank_demand/train/noisy/p228_281.wav
p228_282,train,data/voicebank_demand/train/clean/p228_282.wav,data/voicebank_demand/train/noisy/p228_282.wav
p228_283,train,data/voicebank_demand/train/clean/p228_283.wav,data/voicebank_demand/train/noisy/p228_283.wav
p228_284,train,data/voicebank_demand/train/clean/p228_284.wav,data/voicebank_demand/train/noisy/p228_284.wav
p228_285,train,data/voicebank_demand/train/clean/p228_285.wav,data/voicebank_demand/train/noisy/p228_285.wav
p228_286,train,data/voicebank_demand/train/clean/p228_286.wav,data/voicebank_demand/train/noisy/p228_286.wav
p228_287,train,data/voicebank_demand/train/clean/p228_287.wav,data/voicebank_demand/train/noisy/p228_287.wav
p228_288,train,data/voicebank_demand/train/clean/p228_288.wav,data/voicebank_demand/train/noisy/p228_288.wav
p228_289,train,data/voicebank_demand/train/clean/p228_289.wav,data/voicebank_demand/train/noisy/p228_289.wav
p228_290,train,data/voicebank_demand/train/clean/p228_290.wav,data/voicebank_demand/train/noisy/p228_290.wav
p228_291,train,data/voicebank_demand/train/clean/p228_291.wav,data/voicebank_demand/train/noisy/p228_291.wav
p228_292,train,data/voicebank_demand/train/clean/p228_292.wav,data/voicebank_demand/train/noisy/p228_292.wav
p228_293,train,data/voicebank_demand/train/clean/p228_293.wav,data/voicebank_demand/train/noisy/p228_293.wav
p228_294,train,data/voicebank_demand/train/clean/p228_294.wav,data/voicebank_demand/train/noisy/p228_294.wav
p228_295,train,data/voicebank_demand/train/clean/p228_295.wav,data/voicebank_demand/train/noisy/p228_295.wav
p228_296,train,data/voicebank_demand/train/clean/p228_296.wav,data/voicebank_demand/train/noisy/p228_296.wav
p228_297,train,data/voicebank_demand/train/clean/p228_297.wav,data/voicebank_demand/train/noisy/p228_297.wav
p228_298,train,data/voicebank_demand/train/clean/p228_298.wav,data/voicebank_demand/train/noisy/p228_298.wav
p228_299,train,data/voicebank_demand/train/clean/p228_299.wav,data/voicebank_demand/train/noisy/p228_299.wav
p228_300,train,data/voicebank_demand/train/clean/p228_300.wav,data/voicebank_demand/train/noisy/p228_300.wav
p228_301,train,data/voicebank_demand/train/clean/p228_301.wav,data/voicebank_demand/train/noisy/p228_301.wav
p228_302,train,data/voicebank_demand/train/clean/p228_302.wav,data/voicebank_demand/train/noisy/p228_302.wav
p228_303,train,data/voicebank_demand/train/clean/p228_303.wav,data/voicebank_demand/train/noisy/p228_303.wav
p228_304,train,data/voicebank_demand/train/clean/p228_304.wav,data/voicebank_demand/train/noisy/p228_304.wav
p228_305,train,data/voicebank_demand/train/clean/p228_305.wav,data/voicebank_demand/train/noisy/p228_305.wav
p228_306,train,data/voicebank_demand/train/clean/p228_306.wav,data/voicebank_demand/train/noisy/p228_306.wav
p228_307,train,data/voicebank_demand/train/clean/p228_307.wav,data/voicebank_demand/train/noisy/p228_307.wav
p228_308,train,data/voicebank_demand/train/clean/p228_308.wav,data/voicebank_demand/train/noisy/p228_308.wav
p228_309,train,data/voicebank_demand/train/clean/p228_309.wav,data/voicebank_demand/train/noisy/p228_309.wav
p228_310,train,data/voicebank_demand/train/clean/p228_310.wav,data/voicebank_demand/train/noisy/p228_310.wav
p228_311,train,data/voicebank_demand/train/clean/p228_311.wav,data/voicebank_demand/train/noisy/p228_311.wav
p228_312,train,data/voicebank_demand/train/clean/p228_312.wav,data/voicebank_demand/train/noisy/p228_312.wav
p228_313,train,data/voicebank_demand/train/clean/p228_313.wav,data/voicebank_demand/train/noisy/p228_313.wav
p228_315,train,data/voicebank_demand/train/clean/p228_315.wav,data/voicebank_demand/train/noisy/p228_315.wav
p228_316,train,data/voicebank_demand/train/clean/p228_316.wav,data/voicebank_demand/train/noisy/p228_316.wav
p228_317,train,data/voicebank_demand/train/clean/p228_317.wav,data/voicebank_demand/train/noisy/p228_317.wav
p228_318,train,data/voicebank_demand/train/clean/p228_318.wav,data/voicebank_demand/train/noisy/p228_318.wav
p228_319,train,data/voicebank_demand/train/clean/p228_319.wav,data/voicebank_demand/train/noisy/p228_319.wav
p228_320,train,data/voicebank_demand/train/clean/p228_320.wav,data/voicebank_demand/train/noisy/p228_320.wav
p228_321,train,data/voicebank_demand/train/clean/p228_321.wav,data/voicebank_demand/train/noisy/p228_321.wav
p228_322,train,data/voicebank_demand/train/clean/p228_322.wav,data/voicebank_demand/train/noisy/p228_322.wav
p228_323,train,data/voicebank_demand/train/clean/p228_323.wav,data/voicebank_demand/train/noisy/p228_323.wav
p228_324,train,data/voicebank_demand/train/clean/p228_324.wav,data/voicebank_demand/train/noisy/p228_324.wav
p228_325,train,data/voicebank_demand/train/clean/p228_325.wav,data/voicebank_demand/train/noisy/p228_325.wav
p228_326,train,data/voicebank_demand/train/clean/p228_326.wav,data/voicebank_demand/train/noisy/p228_326.wav
p228_327,train,data/voicebank_demand/train/clean/p228_327.wav,data/voicebank_demand/train/noisy/p228_327.wav
p228_328,train,data/voicebank_demand/train/clean/p228_328.wav,data/voicebank_demand/train/noisy/p228_328.wav
p228_329,train,data/voicebank_demand/train/clean/p228_329.wav,data/voicebank_demand/train/noisy/p228_329.wav
p228_330,train,data/voicebank_demand/train/clean/p228_330.wav,data/voicebank_demand/train/noisy/p228_330.wav
p228_331,train,data/voicebank_demand/train/clean/p228_331.wav,data/voicebank_demand/train/noisy/p228_331.wav
p228_332,train,data/voicebank_demand/train/clean/p228_332.wav,data/voicebank_demand/train/noisy/p228_332.wav
p228_333,train,data/voicebank_demand/train/clean/p228_333.wav,data/voicebank_demand/train/noisy/p228_333.wav
p228_334,train,data/voicebank_demand/train/clean/p228_334.wav,data/voicebank_demand/train/noisy/p228_334.wav
p228_335,train,data/voicebank_demand/train/clean/p228_335.wav,data/voicebank_demand/train/noisy/p228_335.wav
p228_336,train,data/voicebank_demand/train/clean/p228_336.wav,data/voicebank_demand/train/noisy/p228_336.wav
p228_337,train,data/voicebank_demand/train/clean/p228_337.wav,data/voicebank_demand/train/noisy/p228_337.wav
p228_338,train,data/voicebank_demand/train/clean/p228_338.wav,data/voicebank_demand/train/noisy/p228_338.wav
p228_339,train,data/voicebank_demand/train/clean/p228_339.wav,data/voicebank_demand/train/noisy/p228_339.wav
p228_340,train,data/voicebank_demand/train/clean/p228_340.wav,data/voicebank_demand/train/noisy/p228_340.wav
p228_341,train,data/voicebank_demand/train/clean/p228_341.wav,data/voicebank_demand/train/noisy/p228_341.wav
p228_342,train,data/voicebank_demand/train/clean/p228_342.wav,data/voicebank_demand/train/noisy/p228_342.wav
p228_343,train,data/voicebank_demand/train/clean/p228_343.wav,data/voicebank_demand/train/noisy/p228_343.wav
p228_344,train,data/voicebank_demand/train/clean/p228_344.wav,data/voicebank_demand/train/noisy/p228_344.wav
p228_345,train,data/voicebank_demand/train/clean/p228_345.wav,data/voicebank_demand/train/noisy/p228_345.wav
p228_346,train,data/voicebank_demand/train/clean/p228_346.wav,data/voicebank_demand/train/noisy/p228_346.wav
p228_347,train,data/voicebank_demand/train/clean/p228_347.wav,data/voicebank_demand/train/noisy/p228_347.wav
p228_348,train,data/voicebank_demand/train/clean/p228_348.wav,data/voicebank_demand/train/noisy/p228_348.wav
p228_349,train,data/voicebank_demand/train/clean/p228_349.wav,data/voicebank_demand/train/noisy/p228_349.wav
p228_350,train,data/voicebank_demand/train/clean/p228_350.wav,data/voicebank_demand/train/noisy/p228_350.wav
p228_351,train,data/voicebank_demand/train/clean/p228_351.wav,data/voicebank_demand/train/noisy/p228_351.wav
p228_352,train,data/voicebank_demand/train/clean/p228_352.wav,data/voicebank_demand/train/noisy/p228_352.wav
p228_353,train,data/voicebank_demand/train/clean/p228_353.wav,data/voicebank_demand/train/noisy/p228_353.wav
p228_354,train,data/voicebank_demand/train/clean/p228_354.wav,data/voicebank_demand/train/noisy/p228_354.wav
p228_355,train,data/voicebank_demand/train/clean/p228_355.wav,data/voicebank_demand/train/noisy/p228_355.wav
p228_356,train,data/voicebank_demand/train/clean/p228_356.wav,data/voicebank_demand/train/noisy/p228_356.wav
p228_357,train,data/voicebank_demand/train/clean/p228_357.wav,data/voicebank_demand/train/noisy/p228_357.wav
p228_358,train,data/voicebank_demand/train/clean/p228_358.wav,data/voicebank_demand/train/noisy/p228_358.wav
p228_359,train,data/voicebank_demand/train/clean/p228_359.wav,data/voicebank_demand/train/noisy/p228_359.wav
p228_360,train,data/voicebank_demand/train/clean/p228_360.wav,data/voicebank_demand/train/noisy/p228_360.wav
p228_361,train,data/voicebank_demand/train/clean/p228_361.wav,data/voicebank_demand/train/noisy/p228_361.wav
p228_362,train,data/voicebank_demand/train/clean/p228_362.wav,data/voicebank_demand/train/noisy/p228_362.wav
p228_363,train,data/voicebank_demand/train/clean/p228_363.wav,data/voicebank_demand/train/noisy/p228_363.wav
p228_364,train,data/voicebank_demand/train/clean/p228_364.wav,data/voicebank_demand/train/noisy/p228_364.wav
p228_365,train,data/voicebank_demand/train/clean/p228_365.wav,data/voicebank_demand/train/noisy/p228_365.wav
p228_366,train,data/voicebank_demand/train/clean/p228_366.wav,data/voicebank_demand/train/noisy/p228_366.wav
p228_367,train,data/voicebank_demand/train/clean/p228_367.wav,data/voicebank_demand/train/noisy/p228_367.wav
p228_368,train,data/voicebank_demand/train/clean/p228_368.wav,data/voicebank_demand/train/noisy/p228_368.wav
p228_369,train,data/voicebank_demand/train/clean/p228_369.wav,data/voicebank_demand/train/noisy/p228_369.wav
p228_370,train,data/voicebank_demand/train/clean/p228_370.wav,data/voicebank_demand/train/noisy/p228_370.wav
p228_371,train,data/voicebank_demand/train/clean/p228_371.wav,data/voicebank_demand/train/noisy/p228_371.wav
p230_001,train,data/voicebank_demand/train/clean/p230_001.wav,data/voicebank_demand/train/noisy/p230_001.wav
p230_002,train,data/voicebank_demand/train/clean/p230_002.wav,data/voicebank_demand/train/noisy/p230_002.wav
p230_003,train,data/voicebank_demand/train/clean/p230_003.wav,data/voicebank_demand/train/noisy/p230_003.wav
p230_005,train,data/voicebank_demand/train/clean/p230_005.wav,data/voicebank_demand/train/noisy/p230_005.wav
p230_006,train,data/voicebank_demand/train/clean/p230_006.wav,data/voicebank_demand/train/noisy/p230_006.wav
p230_007,train,data/voicebank_demand/train/clean/p230_007.wav,data/voicebank_demand/train/noisy/p230_007.wav
p230_008,train,data/voicebank_demand/train/clean/p230_008.wav,data/voicebank_demand/train/noisy/p230_008.wav
p230_009,train,data/voicebank_demand/train/clean/p230_009.wav,data/voicebank_demand/train/noisy/p230_009.wav
p230_010,train,data/voicebank_demand/train/clean/p230_010.wav,data/voicebank_demand/train/noisy/p230_010.wav
p230_012,train,data/voicebank_demand/train/clean/p230_012.wav,data/voicebank_demand/train/noisy/p230_012.wav
p230_013,train,data/voicebank_demand/train/clean/p230_013.wav,data/voicebank_demand/train/noisy/p230_013.wav
p230_014,train,data/voicebank_demand/train/clean/p230_014.wav,data/voicebank_demand/train/noisy/p230_014.wav
p230_016,train,data/voicebank_demand/train/clean/p230_016.wav,data/voicebank_demand/train/noisy/p230_016.wav
p230_017,train,data/voicebank_demand/train/clean/p230_017.wav,data/voicebank_demand/train/noisy/p230_017.wav
p230_018,train,data/voicebank_demand/train/clean/p230_018.wav,data/voicebank_demand/train/noisy/p230_018.wav
p230_019,train,data/voicebank_demand/train/clean/p230_019.wav,data/voicebank_demand/train/noisy/p230_019.wav
p230_020,train,data/voicebank_demand/train/clean/p230_020.wav,data/voicebank_demand/train/noisy/p230_020.wav
p230_021,train,data/voicebank_demand/train/clean/p230_021.wav,data/voicebank_demand/train/noisy/p230_021.wav
p230_023,train,data/voicebank_demand/train/clean/p230_023.wav,data/voicebank_demand/train/noisy/p230_023.wav
p230_024,train,data/voicebank_demand/train/clean/p230_024.wav,data/voicebank_demand/train/noisy/p230_024.wav
p230_025,train,data/voicebank_demand/train/clean/p230_025.wav,data/voicebank_demand/train/noisy/p230_025.wav
p230_027,train,data/voicebank_demand/train/clean/p230_027.wav,data/voicebank_demand/train/noisy/p230_027.wav
p230_028,train,data/voicebank_demand/train/clean/p230_028.wav,data/voicebank_demand/train/noisy/p230_028.wav
p230_029,train,data/voicebank_demand/train/clean/p230_029.wav,data/voicebank_demand/train/noisy/p230_029.wav
p230_030,train,data/voicebank_demand/train/clean/p230_030.wav,data/voicebank_demand/train/noisy/p230_030.wav
p230_031,train,data/voicebank_demand/train/clean/p230_031.wav,data/voicebank_demand/train/noisy/p230_031.wav
p230_032,train,data/voicebank_demand/train/clean/p230_032.wav,data/voicebank_demand/train/noisy/p230_032.wav
p230_033,train,data/voicebank_demand/train/clean/p230_033.wav,data/voicebank_demand/train/noisy/p230_033.wav
p230_034,train,data/voicebank_demand/train/clean/p230_034.wav,data/voicebank_demand/train/noisy/p230_034.wav
p230_035,train,data/voicebank_demand/train/clean/p230_035.wav,data/voicebank_demand/train/noisy/p230_035.wav
p230_036,train,data/voicebank_demand/train/clean/p230_036.wav,data/voicebank_demand/train/noisy/p230_036.wav
p230_037,train,data/voicebank_demand/train/clean/p230_037.wav,data/voicebank_demand/train/noisy/p230_037.wav
p230_038,train,data/voicebank_demand/train/clean/p230_038.wav,data/voicebank_demand/train/noisy/p230_038.wav
p230_039,train,data/voicebank_demand/train/clean/p230_039.wav,data/voicebank_demand/train/noisy/p230_039.wav
p230_040,train,data/voicebank_demand/train/clean/p230_040.wav,data/voicebank_demand/train/noisy/p230_040.wav
p230_041,train,data/voicebank_demand/train/clean/p230_041.wav,data/voicebank_demand/train/noisy/p230_041.wav
p230_042,train,data/voicebank_demand/train/clean/p230_042.wav,data/voicebank_demand/train/noisy/p230_042.wav
p230_043,train,data/voicebank_demand/train/clean/p230_043.wav,data/voicebank_demand/train/noisy/p230_043.wav
p230_044,train,data/voicebank_demand/train/clean/p230_044.wav,data/voicebank_demand/train/noisy/p230_044.wav
p230_045,train,data/voicebank_demand/train/clean/p230_045.wav,data/voicebank_demand/train/noisy/p230_045.wav
p230_046,train,data/voicebank_demand/train/clean/p230_046.wav,data/voicebank_demand/train/noisy/p230_046.wav
p230_047,train,data/voicebank_demand/train/clean/p230_047.wav,data/voicebank_demand/train/noisy/p230_047.wav
p230_048,train,data/voicebank_demand/train/clean/p230_048.wav,data/voicebank_demand/train/noisy/p230_048.wav
p230_049,train,data/voicebank_demand/train/clean/p230_049.wav,data/voicebank_demand/train/noisy/p230_049.wav
p230_050,train,data/voicebank_demand/train/clean/p230_050.wav,data/voicebank_demand/train/noisy/p230_050.wav
p230_051,train,data/voicebank_demand/train/clean/p230_051.wav,data/voicebank_demand/train/noisy/p230_051.wav
p230_052,train,data/voicebank_demand/train/clean/p230_052.wav,data/voicebank_demand/train/noisy/p230_052.wav
p230_053,train,data/voicebank_demand/train/clean/p230_053.wav,data/voicebank_demand/train/noisy/p230_053.wav
p230_054,train,data/voicebank_demand/train/clean/p230_054.wav,data/voicebank_demand/train/noisy/p230_054.wav
p230_055,train,data/voicebank_demand/train/clean/p230_055.wav,data/voicebank_demand/train/noisy/p230_055.wav
p230_056,train,data/voicebank_demand/train/clean/p230_056.wav,data/voicebank_demand/train/noisy/p230_056.wav
p230_057,train,data/voicebank_demand/train/clean/p230_057.wav,data/voicebank_demand/train/noisy/p230_057.wav
p230_058,train,data/voicebank_demand/train/clean/p230_058.wav,data/voicebank_demand/train/noisy/p230_058.wav
p230_059,train,data/voicebank_demand/train/clean/p230_059.wav,data/voicebank_demand/train/noisy/p230_059.wav
p230_060,train,data/voicebank_demand/train/clean/p230_060.wav,data/voicebank_demand/train/noisy/p230_060.wav
p230_061,train,data/voicebank_demand/train/clean/p230_061.wav,data/voicebank_demand/train/noisy/p230_061.wav
p230_062,train,data/voicebank_demand/train/clean/p230_062.wav,data/voicebank_demand/train/noisy/p230_062.wav
p230_063,train,data/voicebank_demand/train/clean/p230_063.wav,data/voicebank_demand/train/noisy/p230_063.wav
p230_064,train,data/voicebank_demand/train/clean/p230_064.wav,data/voicebank_demand/train/noisy/p230_064.wav
p230_065,train,data/voicebank_demand/train/clean/p230_065.wav,data/voicebank_demand/train/noisy/p230_065.wav
p230_066,train,data/voicebank_demand/train/clean/p230_066.wav,data/voicebank_demand/train/noisy/p230_066.wav
p230_068,train,data/voicebank_demand/train/clean/p230_068.wav,data/voicebank_demand/train/noisy/p230_068.wav
p230_069,train,data/voicebank_demand/train/clean/p230_069.wav,data/voicebank_demand/train/noisy/p230_069.wav
p230_070,train,data/voicebank_demand/train/clean/p230_070.wav,data/voicebank_demand/train/noisy/p230_070.wav
p230_071,train,data/voicebank_demand/train/clean/p230_071.wav,data/voicebank_demand/train/noisy/p230_071.wav
p230_072,train,data/voicebank_demand/train/clean/p230_072.wav,data/voicebank_demand/train/noisy/p230_072.wav
p230_073,train,data/voicebank_demand/train/clean/p230_073.wav,data/voicebank_demand/train/noisy/p230_073.wav
p230_074,train,data/voicebank_demand/train/clean/p230_074.wav,data/voicebank_demand/train/noisy/p230_074.wav
p230_075,train,data/voicebank_demand/train/clean/p230_075.wav,data/voicebank_demand/train/noisy/p230_075.wav
p230_077,train,data/voicebank_demand/train/clean/p230_077.wav,data/voicebank_demand/train/noisy/p230_077.wav
p230_078,train,data/voicebank_demand/train/clean/p230_078.wav,data/voicebank_demand/train/noisy/p230_078.wav
p230_079,train,data/voicebank_demand/train/clean/p230_079.wav,data/voicebank_demand/train/noisy/p230_079.wav
p230_080,train,data/voicebank_demand/train/clean/p230_080.wav,data/voicebank_demand/train/noisy/p230_080.wav
p230_081,train,data/voicebank_demand/train/clean/p230_081.wav,data/voicebank_demand/train/noisy/p230_081.wav
p230_083,train,data/voicebank_demand/train/clean/p230_083.wav,data/voicebank_demand/train/noisy/p230_083.wav
p230_084,train,data/voicebank_demand/train/clean/p230_084.wav,data/voicebank_demand/train/noisy/p230_084.wav
p230_085,train,data/voicebank_demand/train/clean/p230_085.wav,data/voicebank_demand/train/noisy/p230_085.wav
p230_086,train,data/voicebank_demand/train/clean/p230_086.wav,data/voicebank_demand/train/noisy/p230_086.wav
p230_087,train,data/voicebank_demand/train/clean/p230_087.wav,data/voicebank_demand/train/noisy/p230_087.wav
p230_088,train,data/voicebank_demand/train/clean/p230_088.wav,data/voicebank_demand/train/noisy/p230_088.wav
p230_089,train,data/voicebank_demand/train/clean/p230_089.wav,data/voicebank_demand/train/noisy/p230_089.wav
p230_090,train,data/voicebank_demand/train/clean/p230_090.wav,data/voicebank_demand/train/noisy/p230_090.wav
p230_091,train,data/voicebank_demand/train/clean/p230_091.wav,data/voicebank_demand/train/noisy/p230_091.wav
p230_092,train,data/voicebank_demand/train/clean/p230_092.wav,data/voicebank_demand/train/noisy/p230_092.wav
p230_093,train,data/voicebank_demand/train/clean/p230_093.wav,data/voicebank_demand/train/noisy/p230_093.wav
p230_094,train,data/voicebank_demand/train/clean/p230_094.wav,data/voicebank_demand/train/noisy/p230_094.wav
p230_095,train,data/voicebank_demand/train/clean/p230_095.wav,data/voicebank_demand/train/noisy/p230_095.wav
p230_096,train,data/voicebank_demand/train/clean/p230_096.wav,data/voicebank_demand/train/noisy/p230_096.wav
